,AM1,AM2,AM3,AM4,AM5,AM6,CD1,CD2,CD3,CD4,CD5,CD6,BU1,BU2,BU3,BU4,BU5,BU6,Rur,sex,Pub,pro_an,pro_cd,pro_bu,Mat
1335,1,1,1,NA,1,1,NA,NA,1,1,1,1,2,2,1,2,1,2,1,F,1,1,1,1.666666667,319.3397
1336,4,NA,4,4,4,4,NA,3,1,3,4,NA,1,1,1,1,1,3,1,F,1,4,2.75,1.333333333,329.7181
1337,3,NA,1,1,3,1,3,2,NA,NA,1,4,1,1,1,1,1,1,0,M,0,1.8,2.5,1,434.4017
1338,3,NA,3,3,4,4,2,NA,2,2,2,2,2,2,1,1,1,4,0,F,1,3.4,2,1.833333333,319.3499
1339,4,3,3,3,4,NA,4,3,NA,3,4,3,2,2,1,1,1,1,0,F,1,3.4,3.4,1.333333333,345.0918
1340,NA,3,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,2.4,NA,NA,370.4221
1341,2,2,2,NA,3,3,2,NA,NA,4,4,3,2,1,2,1,1,3,0,F,1,2.4,3.25,1.666666667,401.0678
1342,NA,2,2,2,3,3,4,NA,4,4,NA,4,1,1,1,1,1,1,0,F,0,2.4,4,1,457.9866
1343,1,1,1,1,NA,1,3,3,3,NA,3,2,1,2,1,1,1,1,0,M,1,1,2.8,1.166666667,430.8884
1344,4,1,NA,4,4,1,4,NA,3,3,1,NA,1,1,1,1,1,1,0,M,1,2.8,2.75,1,320.3182
1345,4,4,3,2,NA,1,NA,2,4,2,3,NA,1,1,2,1,1,1,0,M,1,2.8,2.75,1.166666667,358.2376
1346,3,3,3,NA,3,3,NA,3,NA,3,3,3,1,2,1,1,1,2,1,F,1,3,3,1.333333333,341.7943
1347,3,3,3,2,NA,3,3,4,4,NA,NA,3,1,1,1,1,1,1,1,F,1,2.8,3.5,1,318.3811
1348,4,4,4,4,NA,4,4,NA,4,4,NA,4,1,1,1,1,1,1,1,M,1,4,4,1,331.7724
1349,3,2,NA,2,4,2,3,3,3,3,NA,NA,1,1,1,1,1,1,0,M,1,2.6,3,1,367.7206
1350,3,3,NA,3,4,4,NA,3,3,2,NA,4,1,3,2,1,1,2,0,F,0,3.4,3,1.666666667,516.2341
1351,3,2,2,2,NA,3,NA,NA,1,4,3,3,1,1,1,1,2,1,0,F,0,2.4,2.75,1.166666667,464.2817
1352,4,2,2,NA,1,1,1,1,1,NA,NA,2,1,1,3,1,3,1,0,M,1,2,1.25,1.666666667,294.2488
1353,NA,NA,NA,NA,NA,NA,3,2,4,2,NA,3,1,1,1,1,1,1,1,M,1,NA,2.8,1,332.4198
1354,NA,2,3,2,3,3,3,4,4,4,NA,4,1,1,1,1,1,1,0,F,1,2.6,3.8,1,389.7117
1355,1,2,2,2,NA,4,2,2,NA,NA,1,1,4,4,1,1,1,4,0,F,1,2.2,1.5,2.5,477.2542
1356,3,3,4,NA,4,3,3,3,NA,4,NA,4,1,1,1,1,1,1,0,M,1,3.4,3.5,1,382.123
1357,1,1,1,NA,1,1,NA,NA,1,1,4,1,3,2,1,1,2,4,1,M,1,1,1.75,2.166666667,454.9471
1358,3,NA,2,2,4,4,3,3,3,3,NA,NA,1,2,1,1,1,1,1,F,1,3,3,1.166666667,419.7675
1359,1,NA,1,1,4,4,NA,3,3,NA,2,4,3,3,3,1,1,3,1,F,1,2.2,3,2.333333333,366.3431
1360,NA,4,3,4,4,4,3,3,4,NA,3,NA,1,1,1,1,1,2,1,F,1,3.8,3.25,1.166666667,305.5969
1361,NA,3,2,2,3,3,3,3,4,4,NA,4,1,1,3,1,1,2,0,M,1,2.6,3.6,1.5,390.4331
1362,4,4,4,NA,4,4,3,NA,NA,4,3,2,1,2,1,1,1,1,1,F,1,4,3,1.166666667,324.9527
1363,4,3,2,3,4,NA,3,NA,1,3,1,3,1,1,1,1,1,1,0,M,0,3.2,2.2,1,320.3818
1364,2,2,2,2,2,NA,NA,4,3,NA,4,3,1,1,1,1,1,2,0,F,1,2,3.5,1.166666667,292.1429
1365,2,3,NA,3,3,3,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,0,F,1,2.8,1.75,NA,395.9987
1366,3,NA,2,3,4,3,3,NA,3,NA,4,3,1,1,1,1,1,2,0,M,1,3,3.25,1.166666667,480.5086
1367,3,3,NA,2,3,3,3,3,4,NA,3,3,1,1,1,1,1,1,1,M,1,2.8,3.2,1,437.9541
1368,4,4,4,4,NA,4,NA,3,3,3,3,NA,2,2,2,1,1,2,1,F,1,4,3,1.666666667,319.9573
1369,3,3,3,3,3,NA,1,2,NA,3,3,3,1,1,1,1,1,1,0,F,1,3,2.4,1,340.1687
1370,4,3,NA,4,4,4,2,2,2,3,NA,3,3,3,2,1,2,4,1,F,1,3.8,2.4,2.5,403.3718
1371,4,3,NA,2,4,4,4,NA,4,3,NA,3,1,1,1,1,1,1,0,F,1,3.4,3.5,1,437.609
1372,4,4,NA,4,4,4,4,3,NA,3,3,NA,1,1,1,1,2,2,0,F,1,4,3.25,1.333333333,380.2288
1373,4,3,2,3,4,NA,2,2,2,3,NA,NA,1,2,1,1,2,1,1,F,1,3.2,2.25,1.333333333,411.5167
1374,4,4,4,4,4,NA,1,NA,1,1,NA,1,4,4,4,1,1,4,1,F,1,4,1,3,317.6076
1375,3,1,1,1,NA,3,4,4,4,2,4,NA,1,1,1,1,1,1,0,M,1,1.8,3.6,1,526.2315
1376,3,NA,3,3,4,3,3,NA,NA,4,4,2,1,1,1,1,1,1,0,M,1,3.2,3.25,1,430.8042
1377,4,4,4,4,NA,4,2,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,0,F,1,4,3,NA,384.9382
1378,4,4,4,3,NA,4,4,4,NA,4,3,NA,1,1,1,1,1,2,0,F,0,3.8,3.75,1.166666667,369.7554
1379,3,3,NA,3,3,3,3,NA,NA,3,3,3,2,1,1,1,1,2,0,F,1,3,3,1.333333333,399.878
1380,3,NA,2,4,4,1,NA,1,2,1,1,1,1,2,2,1,1,1,1,M,1,2.8,1.2,1.333333333,340.7848
1381,3,4,4,4,4,NA,2,3,3,NA,NA,4,1,2,1,1,1,4,0,F,1,3.8,3,1.666666667,370.5496
1382,4,4,NA,4,4,4,NA,4,NA,4,4,2,1,1,1,1,1,1,0,F,1,4,3.5,1,316.5741
1383,3,3,2,3,4,NA,1,1,1,NA,1,NA,1,1,1,1,1,1,0,M,1,3,1,1,330.8469
1384,1,1,1,NA,1,1,3,3,4,4,3,NA,1,1,1,1,1,1,0,F,0,1,3.4,1,445.6513
1385,NA,3,2,2,4,3,NA,1,NA,2,3,2,3,2,2,1,1,2,1,M,1,2.8,2,1.833333333,401.7657
1386,3,2,2,NA,4,3,3,NA,NA,4,2,3,1,1,1,1,1,1,0,M,1,2.8,3,1,319.6101
1387,3,2,2,2,4,NA,3,4,NA,4,NA,3,1,1,1,1,1,1,0,M,1,2.6,3.5,1,392.6442
1388,3,4,4,4,4,NA,2,NA,2,NA,2,1,1,2,1,1,1,2,0,M,1,3.8,1.75,1.333333333,394.8705
1389,4,3,4,3,NA,4,3,1,2,3,3,NA,1,1,1,1,1,1,0,F,1,3.6,2.4,1,384.7718
1390,3,3,3,3,3,NA,2,1,NA,2,NA,1,2,1,1,1,1,2,1,F,1,3,1.5,1.333333333,359.3351
1391,3,3,3,NA,4,4,3,3,3,NA,3,3,1,1,1,1,1,1,0,F,1,3.4,3,1,413.5444
1392,3,NA,3,3,3,3,4,4,4,NA,3,4,1,1,1,1,1,1,0,F,1,3,3.8,1,323.5632
1393,3,2,NA,3,3,3,3,3,3,NA,3,3,1,1,1,1,1,1,1,F,1,2.8,3,1,393.5221
1394,3,2,2,NA,4,1,3,3,NA,4,NA,3,1,1,1,1,1,1,0,M,1,2.4,3.25,1,448.0175
1395,3,NA,2,3,3,3,3,NA,4,2,NA,3,2,3,1,1,1,4,1,M,1,2.8,3,2,373.0496
1396,1,1,2,3,4,NA,3,NA,3,4,NA,3,1,2,1,1,1,2,0,F,1,2.2,3.25,1.333333333,309.3159
1397,NA,NA,NA,NA,NA,NA,3,4,NA,NA,3,3,1,1,4,1,1,1,0,M,1,NA,3.25,1.5,382.633
1398,4,4,4,4,NA,4,NA,3,3,2,NA,3,2,1,1,1,1,2,1,F,1,4,2.75,1.333333333,415.2604
1399,NA,1,1,1,1,1,4,NA,4,4,NA,4,1,1,1,1,1,1,0,M,1,1,4,1,405.4087
1400,3,2,NA,3,3,3,1,1,1,1,NA,1,1,1,1,1,1,1,0,F,1,2.8,1,1,300.7776
1401,1,1,1,NA,1,1,NA,4,4,NA,4,4,1,1,1,1,1,1,0,F,1,1,4,1,404.5631
1402,4,4,NA,4,NA,4,4,NA,4,NA,3,4,1,1,1,1,1,1,0,F,1,4,3.75,1,300.4443
1403,NA,4,4,3,4,4,4,3,NA,4,NA,4,1,2,1,1,1,3,0,F,1,3.8,3.75,1.5,328.7776
1404,4,NA,3,3,4,3,4,4,4,4,4,NA,1,1,1,1,1,2,0,F,1,3.4,4,1.166666667,343.0017
1405,2,2,2,2,NA,2,3,NA,NA,3,3,3,1,2,1,1,1,1,1,M,1,2,3,1.166666667,426.1852
1406,4,4,4,4,4,NA,NA,1,2,4,4,1,1,1,1,1,4,4,0,F,1,4,2.4,2,331.0822
1407,2,2,NA,2,4,4,4,NA,4,NA,4,3,3,4,4,1,1,3,0,F,1,2.8,3.75,2.666666667,494.1639
1408,4,4,4,4,NA,4,NA,3,3,NA,3,3,4,4,1,1,1,1,0,M,1,4,3,2,391.5132
1409,3,3,3,3,3,NA,3,NA,3,3,3,NA,1,2,1,2,1,2,0,F,1,3,3,1.5,394.9421
1410,4,4,4,4,NA,3,NA,1,NA,2,3,2,1,2,1,1,2,2,1,F,1,3.8,2,1.5,298.2839
1411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,3,0,M,1,NA,NA,1.666666667,341.4124
1412,NA,4,3,3,4,4,NA,NA,3,2,2,3,3,2,2,1,1,2,0,M,1,3.6,2.5,1.833333333,370.9373
1413,2,2,2,2,2,NA,NA,3,NA,3,3,3,1,1,1,1,1,1,0,M,0,2,3,1,449.8452
1414,4,4,2,4,NA,4,4,3,NA,2,3,NA,1,4,4,1,1,4,0,F,1,3.6,3,2.5,365.9135
1415,4,3,3,2,4,NA,3,NA,NA,4,4,3,1,2,1,1,1,1,1,F,1,3.2,3.5,1.166666667,391.424
1416,2,1,1,1,NA,1,NA,4,4,4,4,NA,1,1,1,1,1,1,0,F,1,1.2,4,1,375.4788
1417,2,2,2,NA,4,2,3,3,NA,3,3,2,NA,NA,NA,NA,NA,NA,0,M,1,2.4,2.8,NA,347.8075
1418,2,2,2,2,NA,2,4,3,4,4,NA,4,1,1,1,1,1,2,0,F,1,2,3.8,1.166666667,339.949
1419,4,4,NA,4,1,1,3,2,2,2,NA,NA,1,1,1,1,1,1,0,M,1,2.8,2.25,1,520.3829
1420,4,4,4,NA,4,4,NA,NA,3,2,3,3,4,3,1,1,1,1,0,M,1,4,2.75,1.833333333,436.2228
1421,1,4,4,4,NA,1,3,NA,NA,4,1,4,1,1,1,1,1,1,0,M,1,2.8,3,1,395.6599
1422,3,2,3,3,NA,4,NA,2,2,4,4,NA,2,1,1,1,1,2,0,M,1,3,3,1.333333333,411.773
1423,NA,3,3,3,3,3,1,1,NA,1,NA,1,1,1,1,1,1,1,1,F,1,3,1,1,372.0066
1424,3,3,NA,3,NA,3,4,4,4,NA,2,4,1,1,1,1,1,1,0,F,1,3,3.6,1,404.3256
1425,2,4,1,1,1,NA,NA,NA,2,3,4,2,1,1,1,1,1,1,0,F,1,1.8,2.75,1,325.6269
1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,F,0,NA,NA,NA,418.3222
1427,NA,2,3,3,4,4,3,NA,NA,2,3,2,1,1,1,1,1,1,0,F,0,3.2,2.5,1,514.2792
1428,4,2,2,2,4,NA,1,1,NA,1,NA,1,1,1,1,1,1,1,0,M,1,2.8,1,1,443.3772
1429,4,2,4,3,4,NA,3,3,2,NA,NA,2,3,2,3,1,1,2,0,F,1,3.4,2.5,2,348.8118
1430,2,2,2,2,NA,2,NA,3,4,NA,3,3,1,1,1,1,1,1,0,M,1,2,3.25,1,441.2951
1431,3,3,3,3,NA,3,3,1,NA,NA,3,2,2,3,1,1,2,1,0,F,1,3,2.25,1.666666667,397.6052
1432,4,NA,4,4,4,4,NA,NA,1,1,1,1,1,1,1,1,1,1,1,M,1,4,1,1,311.7225
1433,1,1,NA,2,4,2,NA,4,NA,4,4,3,2,1,2,1,1,4,0,F,1,2,3.75,1.833333333,446.35
1434,4,3,NA,3,3,3,2,3,3,4,NA,NA,1,1,1,1,1,1,0,M,1,3.2,3,1,352.9404
1435,3,2,2,3,NA,2,4,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,M,1,2.4,3.25,NA,356.3262
1436,3,3,2,4,4,NA,2,3,NA,2,NA,3,1,2,2,3,1,2,0,M,1,3.2,2.5,1.833333333,434.0796
1437,4,4,NA,4,4,4,NA,2,2,NA,3,3,3,2,2,1,1,2,0,F,1,4,2.5,1.833333333,392.6729
1438,NA,2,2,2,2,2,2,2,3,NA,2,4,1,1,1,1,1,1,0,M,1,2,2.6,1,456.8904
1439,NA,2,2,2,2,2,3,NA,4,4,3,NA,1,1,1,1,1,1,1,M,1,2,3.5,1,338.4754
1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,F,1,NA,NA,1,335.1641
1441,NA,NA,NA,NA,NA,NA,3,1,NA,2,NA,NA,3,2,1,1,1,1,0,M,1,NA,2,1.5,371.2858
1442,4,NA,4,4,4,4,3,NA,NA,4,4,4,1,1,1,1,1,1,0,F,0,4,3.75,1,385.5272
1443,3,NA,3,2,1,1,NA,3,NA,4,3,3,1,1,1,1,1,2,0,F,1,2,3.25,1.166666667,363.531
1444,4,4,NA,4,4,4,2,3,3,3,NA,3,2,2,1,1,2,2,0,M,0,4,2.8,1.666666667,529.1414
1445,3,3,3,3,3,NA,4,NA,4,3,NA,3,1,1,1,1,1,1,0,F,1,3,3.5,1,364.9126
1446,3,NA,3,3,4,3,3,3,3,NA,4,3,1,2,1,1,2,1,0,F,1,3.2,3.2,1.333333333,417.1713
1447,3,2,2,2,NA,3,3,NA,NA,3,3,2,1,1,1,1,1,2,0,M,1,2.4,2.75,1.166666667,502.9261
1448,3,3,3,3,4,NA,3,3,4,4,3,NA,1,1,1,1,1,1,1,F,1,3.2,3.4,1,279.139
1449,3,NA,2,2,4,3,4,4,NA,NA,3,4,1,1,1,1,1,1,0,F,0,2.8,3.75,1,529.044
1450,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,1,NA,265.9265
1451,2,1,2,2,3,NA,3,2,NA,NA,2,2,1,2,1,2,1,2,0,M,1,2,2.25,1.5,469.0873
1452,4,3,4,NA,4,3,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,0,M,1,3.6,1.75,NA,413.8471
1453,NA,4,2,2,4,2,3,NA,4,4,3,4,1,1,1,1,1,2,0,F,1,2.8,3.6,1.166666667,365.8457
1454,NA,1,2,1,3,2,NA,4,4,3,3,NA,1,1,1,1,1,1,0,M,1,1.8,3.5,1,491.288
1455,4,2,3,NA,4,2,NA,3,4,4,3,NA,2,2,1,1,2,3,0,F,1,3,3.5,1.833333333,425.4797
1456,3,2,2,NA,3,3,4,4,4,4,4,NA,1,1,1,1,1,1,0,M,1,2.6,4,1,405.2622
1457,3,3,3,3,3,NA,NA,1,4,4,3,NA,1,1,1,1,1,1,0,M,1,3,3,1,421.0099
1458,4,4,NA,4,4,4,1,2,NA,2,NA,1,2,2,1,1,1,2,0,F,1,4,1.5,1.5,442.9675
1459,1,1,NA,1,1,1,3,3,3,NA,NA,2,1,1,1,1,1,1,0,M,1,1,2.75,1,378.7986
1460,2,2,2,2,NA,2,NA,3,NA,4,2,2,NA,NA,NA,NA,NA,NA,0,M,1,2,2.75,NA,278.385
1461,1,1,NA,1,3,1,NA,4,4,4,4,3,1,1,1,1,1,1,0,M,1,1.4,3.8,1,386.0732
1462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,1,NA,NA,NA,333.0734
1463,2,1,NA,1,4,4,1,NA,2,1,1,1,1,1,1,1,1,1,0,M,1,2.4,1.2,1,379.4121
1464,4,3,NA,3,3,4,3,2,3,NA,NA,2,1,2,1,1,1,3,0,F,1,3.4,2.5,1.5,317.948
1465,4,3,NA,3,4,4,NA,3,4,NA,4,3,1,1,1,1,1,2,0,F,1,3.6,3.5,1.166666667,420.1573
1466,1,1,1,1,NA,1,3,NA,4,NA,3,4,1,1,1,1,1,1,0,M,1,1,3.5,1,447.2052
1467,4,2,2,NA,4,1,2,2,3,NA,3,NA,1,2,1,1,1,1,1,M,1,2.6,2.5,1.166666667,503.8121
1468,1,1,NA,2,1,1,NA,3,4,3,4,3,1,1,1,1,1,1,0,M,1,1.2,3.4,1,397.8037
1469,4,2,NA,3,4,4,NA,NA,1,1,1,1,1,1,1,1,1,1,0,F,1,3.4,1,1,339.3784
1470,3,2,2,4,2,NA,3,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,0,M,1,2.6,2,NA,475.033
1471,2,1,NA,1,4,2,NA,3,3,3,2,1,1,2,1,1,1,2,0,M,0,2,2.4,1.333333333,458.6951
1472,4,1,NA,3,2,4,NA,NA,3,2,2,2,1,2,1,1,2,2,1,F,1,2.8,2.25,1.5,286.7421
1473,3,NA,3,3,3,3,3,3,NA,3,NA,3,1,3,1,1,1,2,1,F,1,3,3,1.5,373.256
1474,1,NA,2,1,1,1,3,3,NA,2,3,NA,2,3,1,1,1,NA,0,M,0,1.2,2.75,1.6,463.3581
1475,NA,2,3,3,3,3,4,3,NA,NA,3,1,NA,NA,NA,NA,NA,NA,1,M,1,2.8,2.75,NA,356.2617
1476,3,3,3,NA,4,3,3,NA,3,4,2,1,2,1,1,1,2,3,1,M,1,3.2,2.6,1.666666667,342.2683
1477,4,4,4,NA,4,4,NA,1,1,1,2,1,2,3,1,1,2,4,0,F,1,4,1.2,2.166666667,413.5574
1478,2,2,2,NA,3,1,4,4,4,NA,4,4,1,1,1,1,1,1,1,M,1,2,4,1,302.6686
1479,3,2,2,NA,4,2,2,3,NA,3,2,NA,1,1,1,1,1,3,1,M,1,2.6,2.5,1.333333333,495.9059
1480,1,1,1,1,3,NA,4,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,0,M,1,1.4,4,NA,453.8881
1481,4,3,3,3,NA,3,NA,3,4,3,NA,3,3,1,1,1,1,1,0,M,1,3.2,3.25,1.333333333,375.1362
1482,4,4,4,4,NA,4,1,NA,1,1,NA,4,1,1,1,1,1,1,0,M,1,4,1.75,1,350.3394
1483,2,1,NA,1,3,3,2,2,NA,NA,3,3,1,1,1,1,1,2,1,F,1,2,2.5,1.166666667,350.788
1484,3,3,NA,3,3,3,3,NA,3,4,NA,4,1,1,1,1,1,1,0,F,1,3,3.5,1,301.8375
1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,M,1,NA,4,NA,296.2026
1486,NA,3,3,3,3,3,NA,3,4,NA,1,3,4,1,1,1,1,1,0,F,1,3,2.75,1.5,356.0096
1487,2,1,NA,1,1,2,NA,4,4,4,4,4,1,1,1,1,1,1,0,F,1,1.4,4,1,432.3846
1488,NA,NA,3,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,M,1,3,2,NA,309.609
1489,2,2,2,NA,3,3,3,4,4,NA,4,NA,1,1,1,2,1,2,1,F,1,2.4,3.75,1.333333333,312.9398
1490,4,2,3,3,3,NA,3,3,3,3,NA,3,1,1,1,1,1,1,0,M,1,3,3,1,386.7087
1491,NA,3,3,3,4,2,NA,3,4,4,4,3,3,1,1,1,1,2,0,M,0,3,3.6,1.5,431.5142
1492,NA,1,1,1,1,1,4,4,4,2,NA,NA,1,1,1,1,1,1,0,M,1,1,3.5,1,424.1415
1493,3,NA,3,3,4,4,4,3,4,3,NA,3,1,1,1,1,1,1,0,F,1,3.4,3.4,1,373.1436
1494,NA,2,2,2,4,3,4,2,NA,NA,3,3,1,1,1,1,1,1,0,F,1,2.6,3,1,378.7614
1495,NA,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,M,1,1.75,NA,1,298.6706
1496,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,1,M,1,3,4,1,276.6882
1497,4,4,4,4,4,NA,NA,3,4,NA,1,4,1,1,1,NA,NA,2,0,F,1,4,3,1.25,314.2786
1498,3,2,2,NA,4,1,2,NA,3,NA,3,3,2,1,1,1,1,3,1,M,1,2.4,2.75,1.5,386.1323
1499,4,2,2,2,4,NA,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,0,M,0,2.8,3.6,NA,506.0195
1500,NA,3,3,3,3,3,4,2,3,4,NA,NA,2,1,1,1,1,1,0,F,0,3,3.25,1.166666667,488.8748
1501,4,NA,4,4,4,4,3,4,NA,3,3,NA,1,1,1,1,1,1,1,F,1,4,3.25,1,287.7926
1502,2,NA,2,3,2,3,3,3,2,NA,2,NA,1,1,2,1,1,3,1,M,1,2.4,2.5,1.5,404.1768
1503,4,4,4,NA,4,4,3,3,3,NA,4,3,1,1,1,1,1,1,0,F,1,4,3.2,1,421.4674
1504,2,NA,3,3,3,2,NA,4,NA,4,4,4,1,1,1,1,1,2,1,F,1,2.6,4,1.166666667,328.1359
1505,3,NA,3,3,3,3,3,4,4,4,NA,3,1,1,1,1,1,2,0,F,1,3,3.6,1.166666667,341.9672
1506,1,2,2,NA,3,1,3,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,0,M,0,1.8,3.25,NA,652.213
1507,3,2,2,3,NA,2,2,3,NA,4,4,3,1,1,1,1,1,1,1,F,1,2.4,3.2,1,314.6458
1508,4,4,3,3,3,NA,NA,NA,2,2,3,1,1,2,1,1,1,2,1,M,1,3.4,2,1.333333333,385.7058
1509,3,2,2,2,NA,3,3,3,NA,3,NA,4,1,1,1,1,1,2,0,F,0,2.4,3.25,1.166666667,518.3377
1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,2,1,F,1,NA,NA,1.5,348.0079
1511,1,2,2,NA,2,4,2,1,3,NA,2,1,4,2,2,2,2,3,0,M,1,2.2,1.8,2.5,513.7945
1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,F,1,NA,NA,1,317.6987
1513,3,NA,3,3,4,3,2,2,2,NA,NA,1,1,1,1,1,1,1,0,F,1,3.2,1.75,1,376.6698
1514,2,1,1,1,NA,2,NA,1,1,3,3,NA,1,2,1,1,1,2,0,M,1,1.4,2,1.333333333,509.8311
1515,2,2,NA,2,3,2,3,1,3,NA,3,2,2,1,1,1,2,2,0,F,1,2.2,2.4,1.5,333.0542
1516,3,1,1,1,NA,2,3,3,NA,4,3,NA,1,1,1,1,1,1,0,M,0,1.6,3.25,1,586.5205
1517,4,4,3,NA,4,4,4,3,4,4,NA,3,1,1,1,1,1,1,0,F,1,3.8,3.6,1,394.1933
1518,4,4,NA,4,4,4,NA,3,3,3,4,3,1,1,1,2,1,1,0,F,0,4,3.2,1.166666667,411.1541
1519,NA,2,2,2,4,4,3,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,0,F,0,2.8,3.5,NA,477.6502
1520,2,2,2,2,NA,2,4,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,M,1,2,1.6,NA,203.2409
1521,3,3,NA,3,3,NA,2,2,NA,NA,2,3,2,3,3,1,1,4,0,F,1,3,2.25,2.333333333,305.1205
1522,4,4,NA,4,4,4,3,3,4,NA,1,1,1,1,1,1,1,1,1,F,1,4,2.4,1,323.959
1523,3,3,3,3,NA,3,2,2,NA,2,2,2,1,1,1,1,1,1,0,M,0,3,2,1,537.3249
1524,3,NA,3,3,4,4,4,4,4,3,3,NA,1,1,1,1,1,1,0,F,1,3.4,3.6,1,387.0956
1525,3,2,2,NA,4,2,3,NA,3,NA,4,2,2,1,1,1,1,2,1,M,1,2.6,3,1.333333333,418.2518
1526,3,NA,2,3,4,4,4,NA,3,3,NA,4,1,2,1,1,1,1,0,M,1,3.2,3.5,1.166666667,421.006
1527,4,4,NA,2,4,4,4,4,NA,4,4,NA,3,1,3,1,2,1,0,M,1,3.6,4,1.833333333,362.4694
1528,NA,2,2,2,4,2,NA,4,NA,4,3,3,NA,NA,NA,NA,NA,NA,1,M,1,2.4,3.5,NA,361.2132
1529,1,4,4,NA,1,2,NA,3,4,4,NA,4,3,3,1,1,2,2,0,M,0,2.4,3.75,2,443.7545
1530,3,3,NA,3,4,4,3,3,3,NA,NA,3,2,1,1,1,1,2,1,F,1,3.4,3,1.333333333,368.077
1531,4,2,2,2,NA,1,NA,3,4,4,NA,3,1,1,1,1,1,1,0,M,1,2.2,3.5,1,414.566
1532,4,2,3,NA,3,3,NA,3,4,3,NA,4,1,1,1,1,1,1,0,F,1,3,3.5,1,412.5403
1533,4,3,NA,2,4,3,4,3,NA,3,3,4,1,1,1,1,1,1,0,M,1,3.2,3.4,1,424.9417
1534,1,1,NA,2,4,3,3,2,2,NA,2,NA,2,1,1,1,1,1,0,M,1,2.2,2.25,1.166666667,470.2979
1535,1,1,3,2,4,NA,NA,2,NA,2,3,2,1,1,1,1,1,1,0,F,1,2.2,2.25,1,444.989
1536,4,2,3,3,3,NA,3,3,NA,NA,3,3,2,1,1,1,1,1,1,F,1,3,3,1.166666667,301.5439
1537,3,2,NA,1,4,4,4,4,NA,4,4,NA,1,NA,1,1,1,2,0,M,0,2.8,4,1.2,415.9294
1538,3,2,2,2,2,NA,NA,4,4,3,3,3,1,1,1,1,1,1,1,F,1,2.2,3.4,1,396.2598
1539,2,3,NA,2,2,2,3,3,4,4,4,NA,1,1,1,1,1,1,0,M,1,2.2,3.6,1,436.4224
1540,NA,3,3,3,4,1,2,1,2,NA,2,NA,1,1,1,1,1,2,0,M,1,2.8,1.75,1.166666667,344.4856
1541,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,0,F,1,NA,4,NA,368.3788
1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,1,NA,NA,NA,383.643
1543,2,2,2,NA,4,4,4,3,4,NA,4,NA,1,1,1,2,1,1,0,M,0,2.8,3.75,1.166666667,468.4954
1544,3,2,NA,2,4,1,3,2,3,NA,NA,3,2,3,2,1,1,2,0,M,1,2.4,2.75,1.833333333,377.1603
1545,NA,3,3,3,3,3,3,3,NA,3,2,NA,1,2,1,1,1,3,0,F,1,3,2.75,1.5,337.289
1546,4,3,4,3,NA,4,2,NA,NA,1,2,2,1,1,1,1,1,1,1,F,1,3.6,1.75,1,387.6617
1547,1,1,1,1,NA,1,4,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,0,M,0,1,3.75,NA,582.2719
1548,2,3,3,2,3,NA,NA,3,3,3,3,NA,2,1,2,1,1,1,1,F,1,2.6,3,1.333333333,361.6074
1549,4,3,NA,3,4,4,2,2,3,NA,2,NA,2,2,1,1,1,1,0,F,1,3.6,2.25,1.333333333,366.6738
1550,NA,2,3,2,4,4,3,NA,3,4,4,NA,2,2,1,1,1,3,0,F,1,3,3.5,1.666666667,442.8899
