,AM1,AM2,AM3,AM4,AM5,AM6,CD1,CD2,CD3,CD4,CD5,CD6,BU1,BU2,BU3,BU4,BU5,BU6,Rur,sex,Pub,pro_an,pro_cd,pro_bu,Mat
5020,4,3,3,NA,4,4,1,1,1,NA,1,2,3,3,1,1,3,3,0,M,0,3.6,1.2,2.333333333,447.5205
5021,3,2,3,NA,4,3,2,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,0,M,1,3,2.5,NA,420.3973
5022,2,2,2,NA,3,3,NA,3,4,3,3,3,1,1,1,1,1,1,0,F,1,2.4,3.2,1,428.061
5023,NA,3,4,4,4,2,NA,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,1,F,1,3.4,3.5,NA,356.5279
5024,3,NA,3,2,4,2,3,3,4,3,4,NA,1,1,1,1,1,2,0,M,1,2.8,3.4,1.166666667,351.0495
5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,F,1,NA,NA,NA,343.1121
5026,2,2,2,NA,3,3,3,3,NA,3,3,3,1,1,1,1,1,1,1,F,1,2.4,3,1,407.4965
5027,4,NA,3,3,4,4,NA,3,3,NA,4,4,2,2,1,1,1,1,0,M,1,3.6,3.5,1.333333333,436.9465
5028,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,0,F,1,1,NA,1.166666667,290.5672
5029,NA,4,4,4,4,4,2,2,2,NA,3,1,1,1,1,1,1,1,1,F,1,4,2,1,342.2649
5030,2,2,2,2,NA,4,2,NA,4,2,2,NA,1,2,1,1,1,1,0,M,1,2.4,2.5,1.166666667,333.5143
5031,3,3,NA,3,3,3,3,NA,4,3,2,NA,1,1,1,1,1,1,0,F,0,3,3,1,486.8109
5032,3,NA,NA,3,3,2,4,NA,NA,4,3,3,1,1,1,1,1,2,0,F,1,2.75,3.5,1.166666667,386.9869
5033,2,NA,2,1,3,2,3,NA,3,3,4,3,2,1,2,1,2,2,1,M,1,2,3.2,1.666666667,320.0809
5034,3,2,3,NA,3,3,2,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,0,F,1,2.8,2.5,NA,375.7901
5035,2,4,NA,2,4,4,NA,1,2,2,3,2,4,3,2,1,1,1,0,F,1,3.2,2,2,445.4086
5036,4,NA,4,4,4,4,1,1,1,NA,NA,1,1,2,2,1,1,4,1,M,1,4,1,1.833333333,253.3797
5037,4,3,3,NA,4,4,3,3,NA,3,3,NA,1,1,1,1,1,2,0,F,1,3.6,3,1.166666667,241.0131
5038,4,NA,3,2,4,1,NA,4,NA,3,2,4,1,1,1,1,1,1,0,F,1,2.8,3.25,1,262.781
5039,2,2,2,2,3,NA,3,3,4,4,NA,3,1,1,1,1,1,1,0,F,1,2.2,3.4,1,388.2541
5040,4,4,3,3,NA,4,3,3,4,3,NA,3,1,1,1,2,1,1,0,M,0,3.6,3.2,1.166666667,487.0811
5041,1,2,2,1,NA,1,NA,4,NA,4,3,4,1,1,1,1,1,1,0,F,0,1.4,3.75,1,465.5193
5042,NA,4,4,3,NA,2,2,2,2,2,NA,2,1,1,3,1,1,1,1,F,1,3.25,2,1.333333333,285.5204
5043,4,NA,4,4,4,2,NA,1,3,NA,2,1,4,1,1,3,1,2,0,F,1,3.6,1.75,2,313.114
5044,4,3,NA,3,4,4,1,1,NA,1,1,1,4,4,4,1,1,4,0,M,0,3.6,1,3,489.5266
5045,3,4,NA,4,4,2,3,3,3,NA,2,1,1,2,1,1,1,1,0,M,1,3.4,2.4,1.166666667,268.6121
5046,3,2,2,2,3,NA,NA,3,NA,4,4,3,1,1,1,1,1,1,0,F,1,2.4,3.5,1,393.3679
5047,3,2,NA,2,3,2,3,3,NA,3,NA,3,1,3,NA,1,1,1,0,M,1,2.4,3,1.4,458.6142
5048,3,3,3,3,NA,3,3,1,NA,3,NA,3,1,1,1,1,1,1,0,F,1,3,2.5,1,304.0823
5049,3,NA,4,4,4,3,3,NA,4,4,NA,3,NA,NA,NA,NA,NA,NA,0,F,1,3.6,3.5,NA,372.5863
5050,2,2,NA,2,2,2,4,4,NA,4,4,4,1,1,1,1,1,1,1,M,1,2,4,1,345.7418
5051,2,NA,1,1,4,4,4,4,NA,NA,4,4,1,1,1,1,1,2,0,F,0,2.4,4,1.166666667,463.0211
5052,2,2,2,2,3,NA,3,3,3,NA,3,NA,2,1,1,1,1,2,1,F,1,2.2,3,1.333333333,324.3265
5053,4,NA,4,4,4,4,NA,1,NA,1,1,1,1,1,1,1,1,4,1,F,1,4,1,1.5,397.8691
5054,3,NA,3,3,2,2,NA,NA,3,2,3,4,1,1,1,1,1,3,0,F,0,2.6,3,1.333333333,404.2523
5055,NA,NA,3,NA,NA,NA,NA,3,3,4,4,NA,4,3,4,1,4,4,1,F,1,3,3.5,3.333333333,298.1446
5056,3,NA,1,1,4,1,NA,NA,4,4,4,4,1,1,1,1,1,3,0,F,1,2,4,1.333333333,450.8936
5057,3,1,4,2,NA,2,2,NA,NA,2,2,2,1,1,1,1,1,1,0,M,1,2.4,2,1,329.9071
5058,4,NA,3,3,4,4,4,4,4,4,1,NA,1,1,1,1,1,1,0,F,1,3.6,3.4,1,355.821
5059,3,3,3,3,3,NA,NA,3,3,3,3,NA,4,1,1,1,1,3,1,F,1,3,3,1.833333333,371.1769
5060,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,1,1,1,1,1,1,0,M,1,NA,4,1,378.5308
5061,4,4,4,NA,4,2,3,3,3,NA,NA,4,4,1,1,1,3,1,0,F,1,3.6,3.25,1.833333333,285.7241
5062,2,1,2,2,NA,3,4,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,1,F,1,2,3.666666667,NA,295.6904
5063,3,3,3,NA,4,4,4,4,NA,3,NA,3,2,4,1,1,1,2,1,M,1,3.4,3.5,1.833333333,425.0997
5064,NA,2,3,2,4,2,2,1,2,NA,NA,2,1,2,2,1,1,3,0,M,1,2.6,1.75,1.666666667,385.9317
5065,2,1,1,2,3,NA,3,4,NA,NA,4,3,2,2,1,1,1,1,0,F,0,1.8,3.5,1.333333333,578.409
5066,2,2,2,2,NA,2,3,3,3,3,NA,3,3,1,1,1,1,1,0,M,1,2,3,1.333333333,423.0699
5067,3,1,1,3,3,NA,3,4,4,3,NA,4,1,1,1,1,1,1,0,F,1,2.2,3.6,1,317.018
5068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,NA,NA,409.988
5069,4,4,3,NA,4,4,NA,3,4,NA,3,4,2,2,1,1,1,1,1,M,1,3.8,3.5,1.333333333,414.9108
5070,NA,4,4,4,4,4,3,3,3,NA,3,4,1,1,1,1,1,2,0,F,1,4,3.2,1.166666667,336.6298
5071,4,2,2,NA,3,3,3,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,0,F,0,2.8,2.5,NA,546.1973
5072,4,NA,1,1,4,4,1,1,NA,NA,1,2,1,1,1,1,1,3,0,M,1,2.8,1.25,1.333333333,359.7094
5073,3,2,2,2,NA,2,3,3,NA,NA,4,1,2,1,1,1,1,3,0,M,1,2.2,2.75,1.5,340.765
5074,1,1,1,1,NA,1,3,NA,4,4,4,4,1,1,1,1,1,1,1,M,1,1,3.8,1,395.042
5075,4,4,4,4,NA,4,NA,2,4,4,NA,4,1,1,2,1,1,1,0,F,1,4,3.5,1.166666667,351.3438
5076,2,2,2,2,NA,3,NA,2,3,4,NA,3,1,2,1,1,1,2,1,M,1,2.2,3,1.333333333,410.7697
5077,4,NA,4,4,4,4,NA,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,0,F,1,4,3,NA,449.259
5078,1,1,1,NA,2,1,NA,3,4,NA,4,3,1,1,1,1,1,1,0,M,1,1.2,3.5,1,425.0044
5079,1,1,1,1,4,NA,NA,4,4,4,4,NA,1,1,1,1,1,1,0,M,1,1.6,4,1,387.1359
5080,3,2,2,2,3,NA,NA,NA,4,3,3,3,3,2,1,1,1,1,1,M,1,2.4,3.25,1.5,344.1416
5081,3,NA,3,3,4,3,NA,NA,3,3,4,3,1,1,1,1,1,1,1,M,1,3.2,3.25,1,373.0707
5082,4,4,4,NA,4,4,2,3,3,NA,NA,3,1,1,1,1,1,1,0,M,1,4,2.75,1,463.7343
5083,3,NA,2,1,3,2,4,3,NA,3,3,1,1,1,2,1,1,3,1,M,1,2.2,2.8,1.5,317.6173
5084,4,2,NA,2,4,4,3,3,4,NA,3,3,1,1,1,1,1,1,0,F,1,3.2,3.2,1,300.7882
5085,NA,NA,NA,NA,NA,NA,3,1,3,NA,NA,4,NA,NA,NA,NA,NA,NA,0,F,1,NA,2.75,NA,326.7025
5086,NA,3,3,3,4,4,NA,3,4,3,3,3,NA,NA,NA,NA,NA,NA,1,M,1,3.4,3.2,NA,406.4025
5087,1,1,NA,1,4,2,3,NA,3,NA,2,2,1,1,1,1,1,1,0,F,0,1.8,2.5,1,455.8618
5088,3,4,NA,2,3,3,3,NA,3,3,3,NA,2,1,1,3,1,1,0,F,1,3,3,1.5,375.1009
5089,2,2,2,NA,3,4,2,2,2,2,NA,1,2,1,1,1,1,1,0,M,1,2.6,1.8,1.166666667,488.3515
5090,4,4,4,4,4,NA,2,NA,NA,2,3,1,2,3,4,1,2,3,0,F,1,4,2,2.5,293.3193
5091,3,2,2,NA,3,2,4,3,4,NA,3,2,1,1,1,1,1,1,1,M,1,2.4,3.2,1,395.1664
5092,1,2,2,2,NA,3,NA,4,4,NA,4,3,2,2,1,1,1,2,0,F,1,2,3.75,1.5,457.4383
5093,4,4,4,NA,4,4,2,2,NA,2,3,2,2,1,1,1,1,1,0,F,1,4,2.2,1.166666667,309.2861
5094,4,3,NA,4,4,4,1,1,1,NA,NA,1,2,1,1,1,1,1,0,F,0,3.8,1,1.166666667,474.563
5095,1,1,1,1,NA,1,2,NA,2,2,NA,1,1,1,1,1,1,1,0,M,1,1,1.75,1,384.9651
5096,1,1,1,1,1,NA,2,1,1,NA,1,1,1,1,1,1,1,2,1,F,1,1,1.2,1.166666667,444.9802
5097,NA,2,3,2,3,2,4,NA,NA,4,3,3,1,1,1,1,1,2,1,F,1,2.4,3.5,1.166666667,324.1675
5098,4,4,4,4,NA,4,NA,4,4,4,3,NA,1,1,1,1,1,1,0,M,1,4,3.75,1,358.9989
5099,2,NA,1,1,2,2,4,NA,NA,3,4,4,1,1,1,1,1,2,0,F,1,1.6,3.75,1.166666667,486.8134
5100,3,2,2,2,4,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,0,M,0,2.6,3.5,NA,494.6886
5101,3,NA,3,2,3,3,NA,2,2,3,NA,2,2,1,2,1,3,2,0,M,1,2.8,2.25,1.833333333,389.2261
5102,NA,2,2,2,3,2,NA,3,3,3,NA,2,3,1,1,1,1,1,0,F,1,2.2,2.75,1.333333333,377.5195
5103,NA,2,3,2,4,4,3,3,NA,2,3,3,1,1,1,1,1,2,0,M,1,3,2.8,1.166666667,412.794
5104,3,4,2,4,1,NA,3,3,NA,4,2,NA,1,1,2,2,4,1,1,F,1,2.8,3,1.833333333,331.2614
5105,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,1,1,1,1,1,1,1,M,1,NA,2,1,324.9648
5106,NA,3,3,3,4,4,1,NA,NA,2,1,1,1,1,1,1,1,1,0,F,1,3.4,1.25,1,321.4557
5107,4,4,3,NA,4,4,2,1,NA,3,3,2,3,2,2,1,1,1,1,F,1,3.8,2.2,1.666666667,343.1333
5108,3,3,2,NA,3,3,2,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,M,1,2.8,1.75,NA,477.4004
5109,4,4,4,2,NA,4,4,1,NA,NA,4,1,1,1,2,1,1,1,0,F,1,3.6,2.5,1.166666667,315.1072
5110,3,NA,2,2,3,3,4,4,NA,4,4,NA,1,1,1,1,1,1,0,M,1,2.6,4,1,381.4986
5111,3,NA,2,2,3,2,3,3,4,NA,4,NA,1,1,1,1,1,1,0,M,1,2.4,3.5,1,470.2514
5112,3,2,2,2,4,NA,2,3,3,2,2,NA,2,1,1,1,1,2,1,F,1,2.6,2.4,1.333333333,414.0009
5113,3,3,3,3,3,NA,NA,NA,2,3,4,1,3,2,2,1,2,2,0,F,1,3,2.5,2,410.0991
5114,4,NA,3,2,4,3,3,4,NA,4,4,3,1,1,1,1,1,1,0,F,1,3.2,3.6,1,411.5379
5115,1,1,2,2,1,NA,4,3,NA,4,NA,4,1,1,1,1,1,1,0,M,0,1.4,3.75,1,507.0161
5116,4,4,NA,3,4,4,1,1,1,1,NA,1,1,1,1,1,1,1,1,M,1,3.8,1,1,272.1176
5117,NA,4,4,4,4,4,3,3,NA,3,3,4,1,1,1,1,1,1,0,F,1,4,3.2,1,317.227
5118,2,2,2,2,NA,3,4,4,4,4,NA,NA,1,1,1,1,1,1,0,M,1,2.2,4,1,383.5838
5119,4,3,4,3,4,NA,4,4,4,4,NA,4,1,3,1,1,1,1,0,M,1,3.6,4,1.333333333,370.2923
5120,4,4,4,4,1,NA,NA,4,4,4,NA,4,1,1,1,1,1,1,1,M,1,3.4,4,1,278.7698
5121,2,3,3,NA,3,3,4,3,4,NA,2,NA,1,1,2,1,1,1,0,M,1,2.8,3.25,1.166666667,480.3573
5122,3,3,2,NA,3,3,4,NA,4,4,4,NA,1,1,1,1,1,1,0,F,1,2.8,4,1,419.7695
5123,4,NA,4,4,4,4,NA,NA,3,3,3,3,1,2,1,1,1,2,0,M,1,4,3,1.333333333,433.7111
5124,3,NA,2,2,2,2,NA,NA,3,3,3,4,2,1,1,1,1,1,0,F,1,2.2,3.25,1.166666667,374.8846
5125,4,2,2,NA,4,4,2,NA,NA,3,3,2,1,2,1,1,1,2,0,M,1,3.2,2.5,1.333333333,484.5622
5126,3,NA,2,2,3,2,2,2,2,NA,2,2,1,1,1,1,1,1,1,F,1,2.4,2,1,389.6331
5127,4,3,2,NA,4,4,NA,1,2,3,NA,1,3,3,3,1,1,3,1,F,1,3.4,1.75,2.333333333,394.0367
5128,2,1,NA,2,4,3,4,4,4,4,NA,NA,1,1,1,1,1,1,0,F,1,2.4,4,1,418.3253
5129,2,2,2,2,2,NA,3,3,NA,NA,3,3,1,1,1,1,1,1,0,F,1,2,3,1,354.5045
5130,4,NA,4,4,4,4,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,0,F,1,4,4,NA,300.2916
5131,4,4,4,NA,4,4,3,NA,2,NA,3,1,2,1,1,1,1,4,0,F,1,4,2.25,1.666666667,322.7784
5132,3,NA,2,2,4,4,NA,3,4,NA,3,3,2,4,2,1,2,3,0,F,1,3,3.25,2.333333333,364.9333
5133,3,3,NA,3,4,4,2,2,1,3,NA,2,3,4,1,1,1,3,0,M,1,3.4,2,2.166666667,317.5019
5134,2,1,1,1,NA,1,NA,NA,4,4,4,3,1,1,1,1,1,1,0,F,1,1.2,3.75,1,365.2577
5135,4,NA,3,1,4,4,4,NA,4,4,NA,4,1,1,1,1,1,1,1,F,1,3.2,4,1,334.678
5136,2,NA,2,2,1,2,NA,1,1,NA,3,1,2,1,1,1,1,4,0,F,1,1.8,1.5,1.666666667,319.9687
5137,NA,1,1,2,4,2,NA,1,4,4,NA,3,1,2,1,1,1,1,0,M,1,2,3,1.166666667,418.2668
5138,3,3,3,3,3,NA,4,NA,4,NA,4,4,1,1,1,1,1,1,0,M,1,3,4,1,368.4232
5139,3,2,2,2,3,NA,NA,3,4,4,3,3,2,1,1,1,1,1,0,M,1,2.4,3.4,1.166666667,422.0358
5140,NA,1,1,1,1,NA,2,3,NA,NA,2,3,1,1,1,1,1,4,0,F,1,1,2.5,1.5,287.2275
5141,4,4,3,3,NA,4,NA,4,2,NA,3,4,1,1,1,1,1,1,0,M,1,3.6,3.25,1,347.0128
5142,2,2,3,NA,4,4,NA,3,3,NA,4,3,1,1,1,1,1,1,0,F,0,3,3.25,1,509.3011
5143,2,2,NA,2,2,2,4,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,0,M,0,2,4,NA,412.7953
5144,2,NA,2,1,1,1,NA,1,NA,3,3,2,2,1,1,1,1,1,0,M,1,1.4,2.25,1.166666667,471.4161
5145,3,2,2,NA,4,2,4,NA,3,3,NA,3,1,1,1,1,1,1,1,F,1,2.6,3.25,1,383.6369
5146,NA,2,2,2,4,4,NA,NA,4,3,3,3,1,1,1,1,1,1,0,F,1,2.8,3.25,1,487.5827
5147,3,NA,4,2,4,1,1,1,1,NA,1,NA,1,1,1,1,1,1,0,M,1,2.8,1,1,317.0595
5148,4,NA,4,4,4,4,NA,NA,2,3,2,4,4,1,1,1,1,1,0,F,0,4,2.75,1.5,396.2604
5149,2,2,2,NA,4,2,NA,2,NA,3,3,3,1,2,1,1,1,2,0,M,1,2.4,2.75,1.333333333,408.0335
5150,NA,3,4,4,4,4,1,NA,2,2,3,2,3,2,1,1,1,3,0,F,1,3.8,2,1.833333333,309.4612
5151,4,4,4,NA,4,4,NA,4,4,NA,3,3,1,1,1,1,1,1,0,F,1,4,3.5,1,283.1336
5152,4,4,3,3,NA,4,2,NA,2,NA,3,3,1,1,2,1,1,2,0,F,1,3.6,2.5,1.333333333,419.4902
5153,3,NA,2,2,3,2,3,4,4,3,3,NA,4,2,1,1,1,4,0,M,1,2.4,3.4,2.166666667,387.0308
5154,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,2,2,2,1,1,4,0,M,1,NA,3,2,350.9944
5155,NA,4,4,4,4,4,NA,NA,3,3,2,3,4,2,1,2,1,3,0,F,0,4,2.75,2.166666667,346.8941
5156,4,1,2,3,NA,3,NA,1,NA,2,4,2,1,1,1,2,1,2,1,F,1,2.6,2.25,1.333333333,364.8845
5157,4,4,3,4,NA,3,4,NA,4,4,4,NA,1,1,1,1,1,1,0,M,1,3.6,4,1,360.8257
5158,NA,2,2,2,4,4,4,3,3,3,3,NA,2,1,1,1,1,1,0,M,0,2.8,3.2,1.166666667,601.2535
5159,NA,2,2,2,2,2,NA,4,4,4,4,NA,1,1,1,1,1,1,1,F,1,2,4,1,260.9947
5160,3,2,NA,3,4,4,1,NA,1,3,3,NA,1,1,1,1,1,1,0,M,1,3.2,2,1,376.0078
5161,1,1,NA,1,4,3,NA,2,2,2,NA,2,1,1,1,1,1,1,0,F,1,2,2,1,514.7173
5162,3,2,2,3,4,NA,NA,3,4,4,4,NA,1,1,1,1,1,1,0,M,1,2.8,3.75,1,418.1733
5163,2,2,2,NA,2,2,3,NA,3,3,NA,3,1,4,1,1,1,3,1,M,1,2,3,1.833333333,319.5545
5164,4,4,NA,4,4,4,NA,4,4,4,4,4,1,3,1,1,1,2,0,F,1,4,4,1.5,332.7154
5165,3,3,3,3,NA,3,NA,3,3,1,1,4,NA,NA,NA,NA,NA,NA,0,M,1,3,2.4,NA,368.783
5166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,NA,NA,430.5641
5167,2,2,NA,2,3,2,2,3,NA,4,4,4,1,1,1,1,1,4,0,F,1,2.2,3.4,1.5,365.116
5168,3,3,3,NA,3,3,3,2,2,2,NA,NA,1,3,3,1,1,2,0,M,1,3,2.25,1.833333333,337.7596
5169,4,NA,2,3,4,3,1,1,NA,NA,1,1,1,1,1,1,1,1,0,M,1,3.2,1,1,366.0815
5170,3,3,2,2,NA,2,3,4,4,NA,NA,3,1,1,1,1,1,1,0,M,1,2.4,3.5,1,337.9246
5171,3,2,3,3,3,NA,NA,3,4,3,NA,4,1,1,1,1,1,1,0,M,1,2.8,3.5,1,314.8164
5172,NA,1,1,1,4,3,NA,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,0,M,1,2,4,NA,446.975
5173,2,NA,2,2,3,3,4,4,4,4,NA,4,1,1,1,1,1,1,0,F,1,2.4,4,1,313.6709
5174,3,2,2,NA,3,2,3,4,4,NA,3,NA,1,1,1,1,1,2,1,M,1,2.4,3.5,1.166666667,362.7547
5175,2,1,NA,1,2,2,3,1,NA,3,4,4,4,3,3,4,3,4,1,M,1,1.6,3,3.5,360.1898
5176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,F,1,NA,NA,NA,347.6938
5177,3,3,3,3,3,NA,NA,4,3,NA,3,2,1,1,1,1,1,1,0,M,1,3,3,1,373.787
5178,1,1,1,1,NA,2,4,3,NA,4,4,3,NA,NA,NA,NA,NA,NA,0,F,1,1.2,3.6,NA,338.7396
5179,3,2,4,NA,3,3,2,2,3,4,NA,NA,4,1,1,1,1,2,0,F,1,3,2.75,1.666666667,319.1635
5180,1,1,NA,1,3,2,2,2,4,NA,2,NA,1,1,1,1,1,2,1,M,1,1.6,2.5,1.166666667,406.8508
5181,4,NA,4,4,4,4,2,1,NA,1,1,NA,2,4,1,1,1,1,0,F,1,4,1.25,1.666666667,352.864
5182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,M,1,NA,NA,NA,430.251
5183,4,3,1,2,NA,3,4,NA,4,4,4,NA,1,1,1,1,1,1,0,F,1,2.6,4,1,369.9172
5184,3,2,NA,2,3,3,NA,3,2,4,NA,3,1,1,1,1,1,1,0,F,1,2.6,3,1,375.8534
5185,4,4,NA,4,4,4,3,1,3,NA,4,3,3,1,2,1,1,3,0,F,1,4,2.8,1.833333333,324.4303
5186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,F,1,NA,NA,NA,398.6289
5187,4,NA,2,2,4,2,3,NA,3,2,NA,1,1,1,1,1,3,3,0,M,1,2.8,2.25,1.666666667,343.6136
5188,3,3,3,3,NA,3,2,1,NA,2,NA,3,4,3,1,2,1,4,0,M,1,3,2,2.5,356.8035
5189,4,2,1,3,NA,4,3,3,NA,NA,4,4,1,2,3,1,1,1,0,F,1,2.8,3.5,1.5,377.3909
5190,2,2,NA,1,NA,2,3,NA,3,4,3,4,1,1,1,1,1,4,0,M,1,1.75,3.4,1.5,322.6865
5191,2,2,2,NA,4,4,NA,3,4,4,NA,3,1,1,1,1,1,1,0,M,1,2.8,3.5,1,427.3052
5192,3,NA,3,4,4,4,NA,1,2,2,2,1,2,1,1,1,1,1,1,M,1,3.6,1.6,1.166666667,406.2234
5193,3,2,2,2,NA,2,4,NA,4,4,4,4,1,1,1,1,1,1,0,M,1,2.2,4,1,395.7782
5194,3,4,3,NA,4,4,3,NA,NA,3,3,3,1,1,1,1,1,1,1,F,1,3.6,3,1,396.2958
5195,3,3,3,3,NA,2,4,1,1,3,NA,1,1,1,1,1,1,4,1,F,1,2.8,2,1.5,299.8089
5196,3,2,2,NA,3,2,3,3,NA,3,2,NA,1,1,1,1,1,1,0,M,1,2.4,2.75,1,374.4526
5197,2,2,2,2,NA,2,4,NA,4,4,4,NA,1,1,1,1,1,1,0,M,0,2,4,1,496.5289
5198,3,3,3,NA,3,3,4,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,0,F,1,3,4,NA,348.9228
5199,3,2,NA,2,3,3,3,NA,3,3,3,NA,1,1,1,1,1,1,0,F,1,2.6,3,1,478.8992
5200,3,NA,NA,NA,NA,NA,3,4,4,NA,2,4,1,1,1,1,1,1,0,F,1,3,3.4,1,428.1304
5201,2,NA,2,2,2,2,3,NA,2,NA,2,2,1,1,1,1,1,1,0,M,1,2,2.25,1,272.0096
5202,4,2,2,3,3,NA,NA,NA,3,3,3,3,1,1,1,1,1,1,1,M,1,2.8,3,1,322.3879
5203,4,4,4,NA,4,4,4,4,4,3,NA,NA,1,1,1,1,2,1,0,M,1,4,3.75,1.166666667,461.1752
5204,4,3,4,3,4,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,M,1,3.6,3,NA,385.3963
5205,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,4,1,2,1,1,2,1,0,M,1,NA,4,1.333333333,368.8681
5206,NA,2,4,3,4,3,3,1,NA,2,3,4,NA,NA,NA,NA,NA,NA,0,M,1,3.2,2.6,NA,406.7325
5207,4,4,4,NA,3,3,NA,NA,2,3,3,1,1,1,1,1,1,3,0,F,1,3.6,2.25,1.333333333,355.2886
5208,4,4,NA,4,4,4,3,NA,4,3,3,NA,1,1,1,1,1,1,0,F,1,4,3.25,1,393.9996
5209,3,NA,1,3,2,1,2,NA,NA,2,2,1,2,2,1,1,1,2,0,M,1,2,1.75,1.5,399.7407
5210,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,4,0,F,1,4,NA,3.333333333,319.1347
5211,2,2,2,NA,3,2,4,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,0,M,0,2.2,3.666666667,NA,483.8475
5212,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,3,1,1,1,1,1,1,1,M,1,NA,3,1,382.1438
5213,NA,1,1,1,1,1,NA,2,2,3,2,1,1,1,1,1,1,1,0,M,1,1,2,1,503.2975
5214,NA,3,3,3,1,3,3,3,NA,3,2,3,1,1,1,1,1,1,0,F,1,2.6,2.8,1,430.276
5215,2,2,2,2,NA,3,4,NA,4,4,NA,3,1,2,1,1,1,3,0,M,1,2.2,3.75,1.5,393.3793
5216,NA,1,1,1,2,1,3,2,NA,NA,3,3,2,1,1,1,1,3,1,M,1,1.2,2.75,1.5,444.6353
5217,4,NA,3,1,4,4,NA,4,4,NA,4,4,1,1,1,1,1,1,0,F,1,3.2,4,1,300.5607
5218,2,3,3,3,2,NA,4,3,4,4,NA,4,1,1,1,1,1,1,1,M,1,2.6,3.8,1,328.6145
5219,NA,4,4,4,4,3,3,2,2,NA,4,NA,2,2,1,1,1,1,0,M,1,3.8,2.75,1.333333333,430.1924
5220,3,4,3,4,3,NA,3,3,NA,NA,3,2,2,2,1,1,1,4,0,F,1,3.4,2.75,1.833333333,360.7603
5221,3,NA,3,3,3,3,3,NA,3,3,3,3,1,1,1,1,1,1,1,M,1,3,3,1,342.6645
5222,3,2,NA,3,NA,2,NA,3,4,NA,4,3,1,1,1,1,1,1,0,M,1,2.5,3.5,1,419.3323
5223,4,4,4,4,NA,4,4,NA,4,4,4,NA,2,1,1,1,2,1,0,M,1,4,4,1.333333333,394.4563
5224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,M,1,NA,NA,1,306.4856
5225,3,3,NA,1,4,4,4,4,4,NA,4,NA,1,1,1,1,1,1,1,F,1,3,4,1,365.5182
5226,3,2,NA,3,2,3,2,2,NA,3,2,2,2,1,1,1,1,2,0,F,1,2.6,2.2,1.333333333,299.3027
5227,NA,4,4,3,4,3,NA,3,4,NA,1,3,NA,NA,NA,NA,NA,NA,0,M,1,3.6,2.75,NA,374.1543
5228,4,4,4,4,NA,4,1,1,1,NA,1,NA,1,1,1,1,2,2,0,M,1,4,1,1.333333333,311.9777
5229,NA,3,3,2,4,4,NA,3,3,NA,2,4,2,1,1,1,1,2,0,M,0,3.2,3,1.333333333,501.3563
5230,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,4,1,1,1,1,1,1,0,M,1,NA,4,1,308.6542
5231,2,2,2,2,NA,3,4,4,NA,4,3,NA,1,1,1,1,1,1,0,F,1,2.2,3.75,1,453.4325
5232,4,3,3,3,NA,NA,NA,2,2,2,2,NA,1,1,1,1,1,1,1,F,1,3.25,2,1,287.5907
5233,3,2,3,NA,4,4,NA,1,NA,2,3,3,1,1,1,1,1,1,0,F,1,3.2,2.25,1,363.536
5234,NA,3,3,1,4,3,3,NA,4,4,NA,4,1,2,1,1,1,3,0,M,1,2.8,3.75,1.5,334.6211
5235,1,2,2,NA,1,4,NA,1,3,2,NA,3,1,2,2,1,1,2,0,F,0,2,2.25,1.5,540.7144
